key,text,module
"This link can be use on the csv column field,","This link can be use on the csv column field,",
"To Change at Once Products, please follow these steps:","To Change at Once Products, please follow these steps:",
"First step, you have to export all of your products on the menu","First step, you have to export all of your products on the menu",
Catalog > Change At Once > Download & fill in CSV files > Download Template,Catalog > Change At Once > Download & fill in CSV files > Download Template,
Open the csv file using any supported application. Change data in the column that needs to be changed and leave the other column with the same value if nothing changes.,Open the csv file using any supported application. Change data in the column that needs to be changed and leave the other column with the same value if nothing changes.,
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Category","Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Category",
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Shipping Method","Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Shipping Method",
Select the CSV file you modified earlier by clicking,Select the CSV file you modified earlier by clicking,
Order status has been updated.,Order status has been updated.,
Failed to update order status.,Failed to update order status.,
Product Variants,Product Variants,
Please select the product variant you want,Please select the product variant you want.,
Add Variant,Add Variant,
Delete Variant,Delete Variant,
Variant Type,Variant Type,
Select variant type,Select variant type,
Create variant type,Create variant type,
Type to add {{type}} variant type,Type to add {{type}} variant type,
Add Product Variants,Add Product Variants,
Variant Table,Variant Table,
Select multiple variants,Select multiple variants,
Set and apply variant data,Set and apply variant data,
Input variant,Input variant,
Please fill,Please fill,
SKU field,SKU field,
to continue create product variants!,to continue create product variants!,
Weight,Weight,
Image,Image,
Promotion Features,Promotion Features,
Coupon,Coupon,
Set special discounts by creating coupons for all products in your store to sell faster.,Set special discounts by creating coupons for all products in your store to sell faster.,
Add New Coupon,Add New Coupon,
Make Coupon,Make Coupon,
Bundling,Bundling,
Maximize sales by fitting products into one package.,Maximize sales by fitting products into one package.,
Make Package,Make Package,
Bundling ID,Bundling ID,
Search bundle,Search bundle,
Make a Bundle,Make a Bundle,
End,End,
Set Product,Set Product,
Set Discount,Set Discount,
Bundling Info,Bundling Info,
Set Bundling Period,Set Bundling Period,
Package Info,Package Info,
Activate Bundling Quota,Activate Bundling Quota,
Bundling Name (Ex: Bundling Promo 11.11),Bundling Name (Ex: Bundling Promo 11.11),
Total Package Price,Total Package Price,
Total Discount,Total Discount,
Discount Price,Discount Price,
End time,End time,
Sort By,Sort By,
Highest Price,Highest Price,
Lowest Price,Lowest Price,
At least 1 product must have a discounted price!,At least 1 product must have a discounted price!,
Package price cannot be equal or more than the initial price of the product!,Package price cannot be equal or more than the initial price of the product!,
Product List,Product List,
Normal Price,Normal Price,
Package Price,Package Price,
Change Product,Change Product,
Create Bundling,Create Bundling,
Number of Packages,Number of Packages,
Active until stock runs out,Active until stock runs out,
Bundling Detail,Bundling Detail,
New bundling promotion has been created,New bundling promotion has been created,
Stop Bundling,Stop Bundling,
Bundling Product List,Bundling Product List,
Are you sure want to stop {{name}} promotion bundle?,Are you sure want to stop {{name}} promotion bundle?,
Bundling promotion has been stopped,Bundling promotion has been stopped,
Minimum Order Quantity,Minimum Order Quantity,
Minimum order,Minimum order,
Time Period,Time Period,
Today,Today,
Last 7 days,Last 7 days,
Last 30 days,Last 30 days,
Per week,Per week,
Per month,Per month,
Create Product Attribute,Create Product Attribute,
New Product Attribute,New Product Attribute,
Edit Product Attribute,Edit Product Attribute,
Label,Label,
Manage Options (Values of Your Attribute),Manage Options (Values of Your Attribute),
The product attribute has been saved.,The product attribute has been saved.,
The product attribute has been deleted.,The product attribute has been deleted.,
"By submitting the withdrawal request, you agree to the","By submitting the withdrawal request, you agree to the",
Variant Products,Variant Products,
Order Location,Order Location,
Manage User,Manage User,
User Name,User Name,
Assign Access,Assign Access,
New user has been created,New user has been created,
User has been updated,User has been updated,
User has been deleted,User has been deleted,
Search user name,Search user name,
Delete User,Delete User,
Third Party Apps,Third Party Apps,
Create Third Party Apps,Create Third Party Apps,
Edit Third Party Apps,Edit Third Party Apps,
Category Module,Category Module,
Get Categories,Get Categories,
Product Module,Product Module,
Get Product Attributes,Get Product Attributes,
Get Products,Get Products,
Upsert Product,Upsert Product,
Inventory Module,Inventory Module,
Update Inventory,Update Inventory,
Order Module,Order Module,
Get Orders,Get Orders,
Ship Order,Ship Order,
Cancel Delivery,Cancel Delivery,
Get Shipppings,Get Shipppings,
Secret Key,Secret Key,
Order Module,Order Module,
New Order URL,New Order URL,
Update Order Status URL,Update Order Status URL,
Third Party Apps has been created,Third Party Apps has been created,
Third Party Apps has been updated,Third Party Apps has been updated,
Third Party Apps has been deleted,Third Party Apps has been deleted,
Select Location,Select Location,
All Location,All Location,
Manage Bank,Manage Bank,
Bank Code,Bank Code,
Bank Name,Bank Name,
Withdrawal Fee Type,Withdrawal Fee Type,
Withdrawal Fee,Withdrawal Fee,
Edit Bank,Edit Bank,
Withdrawal Setting,Withdrawal Setting,
Bank Logo,Bank Logo,
Import Withdrawal Fee,Import Withdrawal Fee,
Minimum value is {{min}},Minimum value is {{min}},
Maximum value is {{max}},Maximum value is {{max}},
Bank has been succesfully updated,Bank has been succesfully updated,
Cancel Delivery,Cancel Delivery,
Delivery has been canceled,Delivery has been canceled,
Store Location,Store Location,
City / Districts,City / Districts,
Add Location,Add Location,
Store Delivery,Store Delivery,
Already pinpoint,Already pinpoint,
Not pinpoint yet,Not pinpoint yet,
Store setting has been saved,Store setting has been saved,
Location has been updated,Location has been updated,
Location has been saved,Location has been saved,
Delete Location,Delete Location,
Location has been deleted,Location has been deleted,
Location Assigned,Location Assigned,
Store Location,Store Location,
City / Districts,City / Districts,
Add Location,Add Location,
Store Delivery,Store Delivery,
Already pinpoint,Already pinpoint,
Not pinpoint yet,Not pinpoint yet,
Store setting has been saved,Store setting has been saved,
Location has been updated,Location has been updated,
Location has been saved,Location has been saved,
Delete Location,Delete Location,
Location has been deleted,Location has been deleted,
Error Authorized, Error Authorized,
Sorry you need permission to access this feature.,Sorry you need permission to access this feature.
Integration Status,Integration Status,
Please pinpoint your location!,Please pinpoint your location!,
Withdrawal Confirmation,Withdrawal Confirmation,
You will get,You will get,
Withdraw to,Withdraw to,
Withdrawal Amount,Withdrawal Amount,
Other Settings,Other Settings,
Move Display Window,Move Display Window,
Move product to,Move product to,
Choose display window,Choose display window,
Product(s) has been moved,Product(s) has been moved,
list of display window,list of display window,
Service Fee,Service Fee,
Edit Service Fee,Edit Service Fee,
Category Name,Category Name,
Percent Fee,Percent Fee,
Manage Banner,Manage Banner,
Set Design,Set Design,
Carousel,Carousel,
"Show the best deals, best selling products, or product categories with shop banners.","Show the best deals, best selling products, or product categories with shop banners.",
Upload Image or Video for Carousel,Upload Image or Video for Carousel,
Add hyperlink (optional),Add hyperlink (optional),
Add Video Url,Add Video Url,
Add Image,Add Image,
Add Video,Add Video,
2 Columns,2 Columns,
Add some photos to promote your product. You can incorporate your product photos into Product Detail Pages and Store Categories.,Add some photos to promote your product. You can incorporate your product photos into Product Detail Pages and Store Categories.,
Upload Image for 2 Columns,Upload Image for 2 Columns,
Single Image,Single Image,
Show your promotions or products here,Show your promotions or products here,
Upload Image for Single Image,Upload Image for Single Image,
Video,Video,
Reach Buyers by showing videos about your brand or product.,Reach Buyers by showing videos about your brand or product.,
Upload Video,Upload Video,
Make sure all components has image or video,Make sure all components has image or video,
Minimal 2 items are assigned in carousel,Minimal 2 items are assigned in carousel,
Banner has been saved,Banner has been saved,
Recommended Size,Recommended Size,
Hyperlink must be valid URL,Hyperlink must be valid URL,
Finance,Finance,
Finance Configuration,Finance Configuration,
Quota,Quota,
No Quota,No Quota,
Image size must be less than {{size}},Image size must be less than {{size}},
See user's guide,See user's guide,
Banner Video Guide,Banner Video Guide,
How to Embed Video from Google Drive,How to Embed Video from Google Drive,
Navigate to the video on Google Drive and open it.,Navigate to the video on Google Drive and open it.,
"On the top right, click the","On the top right, click the",
More icon.,More icon.,
Open in a new window.,Open in a new window.,
"On the new window, on the top right, click the","On the new window, on the top right, click the",
and then click,and then click,
Embed item.,Embed item.,
Copy the url from embed code.,Copy the url from embed code.,
How to Embed Video from Youtube,How to Embed Video from Youtube,
"Navigate to the Youtube video page, and then click","Navigate to the Youtube video page, and then click",
Share Button,Share Button,
Click the,Click the,
Embed Icon,Embed Icon,
from Share popup,from Share popup,
Service Fee by Category,Service Fee by Category,
Remaining Quota,Remaining Quota,
{{stock}} of {{quota}} package(s),{{stock}} of {{quota}} package(s),
Display Window,Display Window,
Search for the display window name,Search for the display window name,
Display Window Name,Display Window Name,
Number of Products,Number of Products,
Add Display Window,Add Display Window,
All Products,All Products,
Products Sold,Products Sold,
Manage display window,Manage display window,
Make it a featured display window,Make it a featured display window,
Remove featured display window,Remove featured display window,
Select main image,Select main image,
Delete display window,Delete display window,
Upload Image,Upload Image,
Choose an image with good quality,Choose an image with good quality,
Drag & Drop a file to upload,Drag & Drop a file to upload,
Incompatible file format,Incompatible file format,
Delete Display Window,Delete Display Window,
Make display window names that match the product category easier for buyers to find,Make display window names that match the product category easier for buyers to find,
Selected Product,Selected Product,
Search product name,Search product name,
You cannot move featured display window under unfeatured display window,You cannot move featured display window under unfeatured display window,
You cannot move unfeatured display window above featured display window,You cannot move unfeatured display window above featured display window,
New display window has been created,New display window has been created,
Display window has been updated,Display window has been updated,
Display window has been deleted,Display window has been deleted,
Fill the Display Window,Fill the Display Window,
Choose a product that matches your display window name,Choose a product that matches your display window name,
"Display window of the product, the value based on Display Window Id’s. Download Display Window list in","Display window of the product, the value based on Display Window Id’s. Download Display Window list in",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Display Window.","Catalog > Set At Once > Add at Once > Download list of category, list of display window, & shipping > Display Window.",
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Display Window.","Catalog > Set At Once > Change at Once > Download list of category, list of display window, & shipping > Display Window.",
Are you sure want to delete {{name}} promotion bundle?,Are you sure want to delete {{name}} promotion bundle?,
Bundling promotion has been deleted,Bundling promotion has been deleted,
Image width must be greater than {{width}},Image width must be greater than {{width}},
Image height must be greater than {{height}},Image height must be greater than {{height}},
"File uploaded is rejected, Accepted files are : {{extension}}","File uploaded is rejected, Accepted files are : {{extension}}",
Write message...,Write message...,
Send message,Send message,
last online {{time}} ago,last online {{time}} ago,
in,in,
ago,ago,
a few seconds,a few seconds,
a minute,a minute,
minutes,minutes,
an hour,an hour,
hours,hours,
a day,a day,
days,days,
a month,a month,
months,months,
a year,a year,
years,years,
unread messages,unread messages,
Search user,Search user,
You must confirm your account. Please check your email for the confirmation link,You must confirm your account. Please check your email for the confirmation link,
click here,click here,
for a new link.,for a new link.,
Resend Confirmation Link,Resend Confirmation Link,
Please enter your email below and we will send you the confirmation link.,Please enter your email below and we will send you the confirmation link.,
Send confirmation link,Send confirmation link,
Confirmation link has been sent to your email.,Confirmation link has been sent to your email.,
Your email already exists. Please use a different email.,Your email already exists. Please use a different email.,
Your Taxpayer Number is already registered.,Your Taxpayer Number is already registered.,
Your ID Card is already registered.,Your ID Card is already registered.,
Please make sure your passwords match.,Please make sure your passwords match.,
Seller Data is already exists.,Seller Data is already exists.,
Thank you for registering. Please log in to your account.,Thank you for registering. Please log in to your account.,
See,See,
Pickup Time,Pickup Time,
Select Pickup Time Slot,Select Pickup Time Slot,
Auto Create Product On Order Allocation,Auto Create Product On Order Allocation,
Select Yes to auto create unregistered product on order allocation,Select Yes to auto create unregistered product on order allocation,
Export Balance History,Export Balance History,
Export Withdrawal History,Export Withdrawal History,
Product Coupon,Product Coupon,
Discount Product,Discount Product,
Invite buyers to shop at special prices through packages of the same product,Invite buyers to shop at special prices through packages of the same product,
Make Discount,Make Discount,
Set Discount at Once,Set Discount at Once,
Set Product Discount,Set Product Discount,
Discount Price,Discount Price,
Discount Period,Discount Period,
Cannot be equal or more than the normal price,Cannot be equal or more than the normal price,
There is something error while creating discount product,There is something error while creating discount product,
New discount has been created,New discount has been created,
There is something error while updating discount product,There is something error while updating discount product,
Discount has been updated,Discount has been updated,
Delete Discount,Delete Discount,
{{count}} discount product(s) has been deleted,{{count}} discount product(s) has been deleted,
Something went wrong while trying to delete discount product.,Something went wrong while trying to delete discount product.,
Fee,Fee,
Next,Next,
Back,Back,
Details,Details,
Start,Start,
Password Strength,Password Strength,
Return List,Return List,
All Returns,All Returns,
Pending Apporval,Pending Apporval,
Processing,Processing,
Search for buyer's name or order number,Search for buyer's name or order number,
Return Detail,Return Detail,
Items to Return,Items to Return,
Return to Stock,Return to Stock,
Please choose at least 1 product to return,Please choose at least 1 product to return,
Append Comment,Append Comment,
Create Credit Memo,Create Credit Memo,
Credit Memo Detail,Credit Memo Detail,
Return status has been updated,Return status has been updated,
Package Receive,Package Receive,
Marketplace admin will create a credit memo.,Marketplace admin will create a credit memo.,
Marketplace admin will issue a refund.,Marketplace admin will issue a refund.,
Admin Group,Admin Group,
By Location,By Location,
Add Group,Add Group,
Minimum 1 admin group is assigned,Minimum 1 admin group is assigned,
Choose Locations,Choose Locations,
Choose a Location that Receives Packages,Choose a Location that Receives Packages,
Items Refunded,Items Refunded,
Shipment Module,Shipment Module,
New Shipment URL,New Shipment URL,
Update Shipment Status URL,Update Shipment Status URL,
Add Third Party App,Add Third Party App,
Edit Third Party App,Edit Third Party App,
Conditions,Conditions,
All Channels,All Channels,
All Companies,All Companies,
All Locations,All Locations,
"To edit webhook output format, tick the New Shipment URL and click the Submit button","To edit webhook output format, tick the New Shipment URL and click the Submit button",
"To edit webhook output format, tick Update Shipment Status URL and click the Submit button","To edit webhook output format, tick Update Shipment Status URL and click the Submit button",
Edit Output,Edit Output,
Fields Available for Webhook Input,Fields Available for Webhook Input,
Data is based on Shipment #{{number}},Data is based on Shipment #{{number}},
Test / Validation Results,Test / Validation Results,
Shipment Number to test with/show fields for,Shipment Number to test with/show fields for,
Test XSL Template,Test XSL Template,
Show Fields Available,Show Fields Available,
Save Changes,Save Changes,
Output Format,Output Format,
Output Format has been successfully changed,Output Format has been successfully changed,
Failed to delete apps,Failed to delete apps,
This field will be used as API request header with the key Authorization. For example "Authorization: mg8x6jtolu" or "Authorization: Bearer mg8x6jtolu",This field will be used as API request header with the key Authorization. For example "Authorization: mg8x6jtolu" or "Authorization: Bearer mg8x6jtolu",
Additional Information,Additional Information,
Vendor has been successfully updated,Vendor has been successfully updated,
search all feature here,Search all feature {{ app_name }} in here,
search not found,We found no menus or features with '{{ search }}'.,
search empty state,Find the menu or feature you want to go to.,
search recommendation,Search Recommendation,
search list order,List Orders,
search add product,Add Product,
search add discount,Add Discount,
search setting website,Website Setting,
call support,Call Chat Support,
demo fitur,Repeat Feature Introduction,
open help,Open Help Page,
give criticism, Give Criticim,
about sirclo, About Sirclo,
channel seller, Sales Channel,
channel seller register, Store Registration,
channel seller integration, Store Integration,
report seller, Report,
report seller product, Product Report,
report seller store, Store Report,
report seller customer, Customer Report,
report seller history, Export History,
profile brand, Profile Brand,
config admin, Admin Configuration,
saldo payments, Saldo Payments,
tambah massal, Product Bulk,
ubah massal, Edit Bulk,
variant,Variant,
Integration Info,Integration Info,
Integration Name,Integration Name,
Please activate first in order to generate Integration Token.,Please activate first in order to generate Integration Token.,
Add Condition,Add Condition,
Save and Activate,Save and Activate,
Available APIs,Available APIs,
Edit Integration,Edit Integration,
Choose an event to setting condition,Choose an event to setting condition,
Select condition to automate integration,Select condition to automate integration,
HTTP Method,HTTP Method,
Header (Optional),Header (Optional),
Add Header,Add Header,
Select condition,Select condition,
Send HTTP Request,Send HTTP Request
Publish to RabbitMQ,Publish to RabbitMQ
Select event,Select event,
Save Price,Save Price,
Delete Price,Delete Price,
Save Order Queue,Save Order Queue,
Delete Order Queue,Delete Order Queue,
Select companies,Select companies,
Select locations,Select locations,
Select channels,Select channels,
Credential for RabbitMQ,Credential for RabbitMQ,
Mode,Mode,
Exchange Name,Exchange Name,
Queue Name,Queue Name,
Routing Key,Routing Key,
Create New,Create New,
Create Credential,Create Credential,
Complete this form to create your RabbitMQ credentials,Complete this form to create your RabbitMQ credentials,
Host Name,Host Name,
Credential has been updated,Credential has been updated,
Credential has been created,Credential has been created,
Credential has been deleted,Credential has been deleted,
Credential Name,Credential Name,
Automation,Automation,
Integration Automation has been created,Integration Automation has been created,
Integration Automation has been updated,Integration Automation has been updated,
Integration Automation has been deleted,Integration Automation has been deleted,
Failed to delete automation,Failed to delete automation,
Add Automation,Add Automation,
Edit Automation,Edit Automation,
Export data only if the following conditions are met,Export data only if the following conditions are met,
Filters / Actions,Filters / Actions,
to test with/show fields for,to test with/show fields for,
Entity ID,Entity ID,
Data is based on Entity ID #{{number}},Data is based on Entity ID #{{number}},
Log,Log,
Integration Log,Integration Log,
Search Event or Result,Search Event or Result,
Date Time,Date Time,
Result,Result,
Result Message,Result Message,
View Payload,View Payload,
Log Payload,Log Payload,
Manual Execution,Manual Execution,
Perform action for,Perform action for,
Successfully executed,Successfully executed,
Copy to Clipboard,Copy to Clipboard,
Copied to clipboard,Copied to clipboard,
Test Results (in json format),Test Results (in json format),
Generate data only if the following conditions are met,Generate data only if the following conditions are met,
Data Settings,Data Settings,
Execute each Entity separately,Execute each Entity separately,
"If set to yes, the action will be executed repeatedly for each entity. If set to no, the action will only be executed once.","If set to yes, the action will be executed repeatedly for each entity. If set to no, the action will only be executed once.",
{{count}} integration automation status(es) has been updated,{{count}} integration automation status(es) has been updated,
Set Status to "Active",Set Status to "Active",
Set Status to "Inactive",Set Status to "Inactive",
Use comma to separate multiple ids.,Use comma to separate multiple ids.,
when this happens,when this happens,
then perform this action,then perform this action,
View Action Details,View Action Details,
Executed By,Executed By,
Automation Configuration,Automation Configuration,
"This event will be triggered by a OMS RabbitMQ Consumer that consumes data from swiftoms.inventory.sync queue. Make sure you enable Stock Updated event and publish data to OMS RabbitMQ (queue: swiftoms.inventory.sync).","This event will be triggered by a OMS RabbitMQ Consumer that consumes data from swiftoms.inventory.sync queue. Make sure you enable Stock Updated event and publish data to OMS RabbitMQ (queue: swiftoms.inventory.sync).",
beranda,Dashboard,
ready step easy,Set up shop with these easy steps,
summary activity,Shop Activity Summary,
sales activity completed,Sales activities that need to be completed,
view order detail,View order detail,
order not process yet,Order Not process,
click detail,Click detail,
update stock,Update Stock,
update stock need,Number of products with variants whose stock needs to be updated,
delivery order,Delivery Order,
delivery order need,Number of orders shipped immediately,
7 days ago,7 days ago,
30 days ago,30 days ago,
summary activity performance,Summary Performance Summary,
last update,Last update,
view report detail,View report detail,
store revenue,Store revenue,
store revenue desc,Total sales proceeds,
product sold,Product Sold,
product sold desc,Total product sold,
set store identity,Set Store Identity & Address,
set store identity desc,Fill in the correct identity & address so that the courier can easily pick up the package,
add product,Add Product,
add product desc,Add products & increase sales potential,
menu utama,Main Menu,
help center,Help Center,
support oms, Support OMS,
update allocation, Update Allocation,
allocation total stock, Total Stock,
allocation reserved stock, Reserved Stock,
allocation available stock, Available Stock,
failed order, Failed Order,
sku not available, The SKUs below are not sufficiently stocked for this order,
success allocation, Successful Allocation,
failed allocation,Order Failed to Process,
cancel allocation, Cancel,
welcome intro,Welcome to,
welcome text,"Come on, get to know the SWIFT OMS admin panel to manage webstores, shops from marketplaces, and chat customers in one place!",
start guide,Start Guide,
sure skip,Are You Sure Want to Skip?,
sure info,Shops that follow the introduction have the potential to get orders,
sure info2,25% more faster.
yes skip,"Yes, Skip",
no skip,Cancel,
homepage title a,Create your Product List,
homepage step a,"Determine stock, price, and all product info here.",
homepage title b,Connect Marketplaces,
homepage step b,"Manage your shop from various marketplaces in this admin panel.",
homepage title c,Prepare Your Store Now,
homepage step c,"Come on, set the store address and add products to the catalog, then continue selling!",
placeholder login, Phone Number or Email,
social media header, Login with social media,
google login, Continue with Google,
continue, Continue,
change, Change,
register now, Register now !,
user not found, Email address or phone number is not found. please try again.,
verif otp title, OTP Verification,
verif otp message, Enter the OTP sent to,
verif otp retry, Not receiving OTP?,
verif otp resend, Resend OTP,
verif otp continue, Verifikasi dan lanjutkan,
verif login, The email address has been registered independently on the system,
user not found social, The email address is automatically registered with social media,
link google, Connect with Google,
not match email, The Google account email must be the same as the email registered in the system,
connected google, Your account is connected with Google,
hint search,Type the menu name or SWIFT feature settings you want to access,
payment status, Payment Status,
order has been packed,Order has been Packed,
pack order,Pack Order,
update order alloc success, Successfully Updated Order Allocation,
cancel order alloc success, Successfully Cancelled Order Allocation,
Close_2, Close,
cancel reason 2, Cancel Reason,
Sales Channels,Sales Channels,
Store List,Store List,
Store Integration,Store Integration,
Integrate,Integrate,
Sync Marketplace,Sync Marketplace,
Marketplace has been sync.,Marketplace has been sync.,
Something went wrong while sync the marketplace.,Something went wrong while sync the marketplace.,
Edit Marketplace,Edit Marketplace,
Allowed format,Allowed format,
File size maximum,File size maximum,
Credentials Field,Credentials Field,
Is Open API,Is Open API,
Can Update Order,Can Update Order,
Can Accept Order,Can Accept Order,
Can Pack Order,Can Pack Order,
Can Complete Order,Can Complete Order,
Can Cancel Order,Can Cancel Order,
Credential Field,Credential Field,
Is Identifier,Is Identifier,
Is Header,Is Header,
Marketplace Attribute,Marketplace Attribute,
Marketplace has been successfully updated,Marketplace has been successfully updated,
Order Management,Order Management,
Stock Management,Stock Management,
Create Product,Create Product,
Update Price,Update Price,
Update Description,Update Description,
Promo/Slash Price,Promo/Slash Price,
Authorization Time,Authorization Time,
Set,Set,
Disconnect Integration,Disconnect Integration,
Reintegrate,Reintegrate,
Add Store,Add Store,
on your Zalora Seller Center. You can read more details,on your Zalora Seller Center. You can read more details,
The store has been successfully integrated.,The store has been successfully integrated.,
Something went wrong when try to integrate the store.,Something went wrong when try to integrate the store.,
The store has been successfully reintegrated.,The store has been successfully reintegrated.,
The store has been successfully disconnect the integration.,The store has been successfully disconnect the integration.,
No marketplaces available.,No marketplaces available.,
per page,per Page,
channels,Channels,
sku,SKU,
variant name,Variant Name,
store,Store,
checkout link,Checkout Link,
share link,Share Link,
per store,Single Store,
master product,Master Product,
channel product,Channel Product,
put type,Put type,
or product characteristic,or product characteristics. Min. 1 character,
write product detail,Write product details that are useful to customers. Min. 30 characters.,
choose variant you want,Select the product variant you want,
detail stock,Detail stock,
set the product,Set the product according to the stock and price you want to sell.,
learn how to mange stock,Learn how to manage stock,
list export, Export List,
export file type,Export File Type,
export date user,Export Date,
admin user,Admin User,
export link,Export Link,
total data, Total Data,
to add product create channel,To add products create a channel first,
create channel via button,Create a channel via the button on the side as a condition for creating a product,
create new channel,Create New Channel,
export data,Export Product,
pull product,Pull Product,
pull product desc,Send data to Sales Channels. If the SKU has been registered in the Sales Channel the data in the Sales Channel will be replaced by data from OMS.,
push product,Push Product,
push product desc,Download data from Sales Channels. If the SKU has been registered with OMS the data in OMS will be replaced by data from the Sales Channel. Products that do not have an SKU in the Sales Channel will not be pulled into OMS,
push product data,Push Data Product,
push product data desc,Uploading data to sales channels takes time. depending on the number of products and marketplace selected. If there is a failure when uploading your product you can look at the Sync Failed section for more details,
add list product,Add Product,
all product,All Products,
product active,Active,
product nonactive,Inactive,
product failed sync,Sync Failed,
Sync Failed,Sync Failed,
Resync,Resync,
{{count}} order(s) have been successfully resync.,{{count}} order(s) have been successfully resync.,
Something went wrong when try to resync the order(s).,Something went wrong when try to resync the order(s).,
total item,Total Item,
total net price,Total Net Price,
monthly sales,Monthly Sales,
period time,Time Period,
choose period,Choose Period,
sort,Sort,
please choose period,"Please Choose Periode!",
export report store,"Export Successful. Please go to menu Export History",
manage product,Manage Product,
product active display,If the product status is active your product will appear in the store.,
optional,optional,
additional information,Additional Information,
tags,Tags,
add tags keyword,Add keyword tags so that users can easily search for products,
stock,Stock,
shipping,Shipping,
btn cancel,Cancel,
btn next,Next,
product appearance time,Product Appearance Time,
product relase schedule,Product Release Schedule,
product release schedule desc,Product start time & date displayed on the webstore. Products cannot be purchased by customers before the opening date & time of the sale.,
product sales period schedule,Product Sales Period Schedule,
product sales period schedule desc,Schedule of Product Sales Period - New products can be purchased by customers starting on the date & time the Sales Open.,
product related,Related Product,
product cross sell,Product Cross-Sell,
product cross sell desc,Display product offers from different categories on the webstore checkout page.,
product up sell,Product Up-Sell,
product up sell desc,Tampilkan tawaran produk dari kategori sama yang harganya lebih tinggi pada halaman detail produk webstore.,
see example,Lihat Contoh,
seo,Search Engine Optimization (SEO),
description,Description,
improve the position,improve the position of the webstore or product page on the list of search engine results.,
keyword,Keyword(s),
keyword desc,Enter relevant keywords so that product pages on the webstore are easier to find via search engines.,
slug,Slug,
slug desc,Set the choice of words on the product page link on the webstore to make it easier to find via search engines.,
label special,Special Label,
unsaved changes,You have unsaved changes. Are you sure you want to leave?,
sync all,Synchronize All,
last sync,Last Synchronize,
choose store to add product,Choose store to add product,
add new store,Add New Store,
select store,Select Store,
selected store,{{storeCount}} selected store,
Online Store,Online Store,
Create Online Store,Create Online Store,
Store Code,Store Code,
Store Code specifies the store url address.,Store Code specifies the store url address.,
Choose Template,Choose Template,
The online shop has not been created yet.,The online shop has not been created yet.,
Create an online store now to sell on the website.,Create an online store now to sell on the website.,
Continue,Continue,
Manage Online Store,Manage Online Store,
View Store,View Store,
Manage online store to sell on the website.,Manage online store to sell on the website.,
Example,Example,
This field cannot contain blankspaces!,This field cannot contain blankspaces!,
Failed to fetch webstore data.,Failed to fetch webstore data.,
sync all,Synchronize All,
last sync,Last Synchronize,
export product success,Export {{status}} successfully,
Sync Failed,Sync Failed,
Warehouse Stock,Warehouse Stock,
Last Sync,Last Sync,
Per Page,Per Page,
Sync Stock,Mirror Stock,
Buffer Stock,Buffer Stock,
The Warehouse Stock of a product must be equal to or greater than the total stock in all MP/channels,The Warehouse Stock of a product must be equal to or greater than the total stock in all MP/channels,
Stock has been synced,Stock has been synced,
Something went wrong when try to sync stock,Something went wrong when try to sync stock,
view more, View More,
export order success, Successfully Exported Order,
check and download, Check and download,
in, in,
select store at least one,Select store at least one,
apply button,Apply,
are you sure want to delete this data,Are you sure want to delete this data?,
attribute product,Product Attribute,
succesfully pull product,Pull products is on process,
data not found,Data not found,
succesfully push product,Successfully to push products,
succesfully push product spesific,push products in {{channel}},
Choosen Location,Choosen Location,
Filter Location,Filter Location,
No location found,No location found,
Search location name,Search location name,
Total Stock,Total Stock,
Current Stock,Current Stock,
success save product,Successfully save Product,
Stock has been saved,Stock has been saved,
searching category,Input keyword (minimum 3 characters),
Integration Help Center,Integration Help Center,
Help State,Help State,
Integration Time,Integration Time,
Need help?,Need help?,
See How to Integrate Stores,See How to Integrate Stores,
Store ID,Store ID,
Store Link,Store Link,
Cancel Request,Cancel Request,
Request has been canceled.,Request has been canceled.,
Something went wrong while trying to cancel the request.,Something went wrong while trying to cancel the request.,
loading,Loading,
Main Location,Main Location,
The location has been successfully updated,The location has been successfully updated,
The location has been successfully deleted,The location has been successfully deleted,
Set Main Location,Set Main Location,
Pinpoint Location,Pinpoint Location,
help,Help,
learn how to manage variant,Learn how to manage variant,
Find location,Find location,
Choose Warehouse,Choose Warehouse,
The channel location has been successfully updated,The channel location has been successfully updated,
sync process,Synchronize Product is processing,
sync process spesific,Synchronize Product in {{channel}} is processing,
sync process product,({{product_process}}/{{product_total}}) product is processing,
integration support,Integration Support,
Marketplace Url,Marketplace URL,
Request By,Request By,
Request At,Request At,
Processed By,Processed By,
Request At From,Request At From,
Request At To,Request At To,
"Status has been updated","Status has been updated.",
choose all,Choose All,
choose filter,Filter,
filter product,Filter Produk,
Choose Location,Choose Location,
Please save to remove {{loc}} from the location list.,Please save to remove {{loc}} from the location list.,
"Product and stock information for {{marketplace}}-{{channel}} will be deleted from the admin panel within 3-10 minutes, depending on the number of products available. Order information that has been recorded can still be accessed on the Orders page.","Product and stock information for {{marketplace}}-{{channel}} will be deleted from the admin panel within 3-10 minutes, depending on the number of products available. Order information that has been recorded can still be accessed on the Orders page.",
Agree,Agree,
