key,text,module
to specify the entry as a fixed bundle product.,untuk menentukan entri sebagai produk bundel tetap.,
"Set the position of option and child product in the fixed bundle product variant option. For parent products, just leave this column blank.","Atur posisi opsi dan produk turunan dalam opsi varian produk bundel tetap. Untuk produk induk, biarkan kolom ini kosong.",
button to start importing and please wait for the process to finish. The product catalog with the newly added fixed bundle product will be updated shortly after it.,tombol untuk mulai mengimpor dan silakan tunggu prosesnya selesai. Katalog produk dengan produk paket tetap yang baru ditambahkan akan diperbarui segera setelahnya.,
No orders have been updated.,Tidak ada pesanan yang diperbarui.,
A total of {{values.count}} order(s) have been updated.,Total {{values.count}} pesanan telah diperbarui.,
Minimal 1 image is choosen,Minimal 1 gambar dipilih,
This page is only for {{values.type}} products.,Halaman ini hanya untuk produk {{values.type}}.,
A total of {{values.count}} record(s) have been deleted.,Total {{values.count}} record telah dihapus.,
record(s),catatan,
Are you sure want to sync selected items?,Yakin ingin menyinkronkan item yang dipilih?,
A total of {{values.count}} record(s) have been synced.,Total {{values.count}} record telah disinkronkan.,
User Defined,Ditetapkan pengguna,
Data Type,Tipe data,
"Minimal 1 Title is filled. If you want to delete this title, please delete the option instead.","Minimal 1 Judul terisi. Jika Anda ingin menghapus judul ini, harap hapus opsi sebagai gantinya.",
Minimal 1 Bundle is created.,Minimal 1 Bundel dibuat.,
Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.,Masukkan URL tempat kredensial Oauth dapat dikirim saat menggunakan Oauth untuk pertukaran token. Kami sangat menyarankan menggunakan https://.,
URL to redirect user to link their 3rd party account with this Magento integration credentials.,URL untuk mengarahkan pengguna untuk menautkan akun pihak ketiga mereka dengan kredensial integrasi Magento ini.,
Download CSV,Unduh CSV,
There is an error on import csv.,Ada kesalahan pada impor csv.,
error messages.,pesan kesalahan.,
There is something error while verifying captcha,Ada kesalahan saat memverifikasi captcha,
Could not verify captcha,Tidak dapat memverifikasi captcha,
Hello Again!,Halo lagi!,
Welcome back! Please enter your details.,Selamat datang kembali! Silakan masukkan nomor telepon atau email anda.,
Forgot Password,Tidak ingat kata sandi,
Don’t have an account?,Tidak punya akun?,
Sign up,Daftar,
Sign in, Masuk,
Create Account,Buat Akun,
Complete your Business Profile.,Lengkapi Profil Bisnis Anda.,
Store Information,Informasi Toko,
Confirm Password,Konfirmasi Sandi,
Store Name,Nama Toko,
Pinpoint your Location,Tentukan Lokasi Anda,
Write the name of the street / building / housing,Tulis nama jalan/gedung/perumahan,
Postal Code,Kode Pos,
Please select file,Silakan pilih file,
I agree to the,Saya setuju dengan,
terms and conditions,syarat dan Ketentuan,
and the,dan,
privacy policy,Kebijakan pribadi,
Submit Request,Kirim Permintaan,
File rejected. Accepted format file : {{values.format}},Berkas ditolak. Berkas format yang diterima : {{values.format}},
Register Seller,Daftar Penjual,
Congratulations,Selamat,
Thank you! Your registration was successful!,Terima kasih! Pendaftaran Anda berhasil!,
Search product name or SKU,Cari nama produk atau SKU,
Set at Once,Tetapkan Sekaligus,
Add at Once,Tambah Sekaligus,
Change at Once,Ubah Sekaligus,
Edit Product,Ubah Produk,
Duplicate Product,Duplikasi Produk,
Organize Products at Once,Atur Produk Sekaligus,
An easy way to add multiple products at once. See,Cara mudah untuk menambahkan beberapa produk sekaligus. Melihat,
User’s Guide,Panduan Pengguna,
Download & fill in CSV files,Unduh & isi file Excel,
Add products without variants in various categories. Templates can only be filled with MS. Excel 2007 and above or Libre Office.,Tambahkan produk tanpa varian dalam berbagai kategori. Template hanya dapat diisi dengan MS. Excel 2007 ke atas atau Libre Office.,
Download Template,Unduh Template,
Upload file CSV,Unggah file Excel,
Select or drop your CSV file here. Max. 300 products in one file.,Pilih atau jatuhkan file Excel Anda di sini. Maks. 300 produk dalam satu file.,
Drag and drop your files here,Tarik dan letakkan file disini atau <span>klik disini</span> untuk memilih file,
Product Information,Informasi Produk,
Product Descriptions,Deskripsi Produk,
Product Photo,Foto Produk,
Minimum photo size,Ukuran foto minimal,
with format,dengan format,
and,dan,
For optimal images use a minimum size of,Untuk gambar yang optimal gunakan ukuran minimum,
Weight & Shipping,Berat & Pengiriman,
Store Description,Deskripsi Toko,
Opening Hours,Jam buka,
This information is only for the purposes of the , Informasi ini hanya untuk tujuan,
Store Page,Halaman Toko,
Store Status,Status Toko,
Store Logo,Logo Toko,
File size,Ukuran file,
Select Photo,Pilih Foto,
Store Setting,Pengaturan Toko,
Store Address,Alamat Toko,
Store Details,Detail Toko,
Shipping Information,Informasi Pengiriman,
Order List,Daftar Pesanan,
New Order,Pesanan Baru,
Ready to Ship,Siap di kirim kan,
In Delivery,Dalam Pengiriman,
"Search for buyer’s name, product, receipt number, or invoice","Cari nama pembeli, nomor resi, atau invoice",
Print Label,Cetak Label,
Print Invoice,Cetak Faktur,
Waiting for Confirmation,Menunggu konfirmasi,
Order Complete,pesanan lengkap,
Transaction ID,ID transaksi,
Transaction Time,Waktu Transaksi,
Shipping & Handling,Pengiriman & Penanganan,
Extra Fee (Insurance),Biaya Tambahan (Asuransi),
Order Information,Informasi Pemesanan,
Back to Order List,Kembali ke Daftar Pesanan,
Please check and make sure your files meet the requirements!,Silakan periksa dan pastikan file Anda memenuhi persyaratan!,
Reset Filter,Atur Ulang Filter,
Receipt Number,Nomor Tanda Terima,
Balance Details,Rincian Saldo,
Withdraw Balance,Tarik Saldo,
Withdrawal Information,Informasi Penarikan,
"Withdrawal of funds to Bank BCA will not be subject to administration fees, if withdrawals are made to other banks, an administration fee of Rp6,500 will be charged","Penarikan dana ke Bank BCA tidak dikenakan biaya administrasi, jika penarikan dilakukan ke bank lain akan dikenakan biaya administrasi sebesar Rp6.500",
Disbursement of funds will be processed within 1x24 hours,Pencairan dana akan diproses dalam waktu 1x24 jam,
"If the balance has not been entered within the specified time, please contact our Customer Service","Jika saldo belum masuk dalam waktu yang ditentukan, silakan hubungi Customer Service kami",
Bank Account,Akun Bank,
Bank Account List,Daftar Akun Bank,
There are a maximum of 3 (three) active Bank Accounts.,Maksimal 3 (tiga) Rekening Bank yang aktif.,
Bank Name,Nama Bank,
Choose bank name,Pilih nama bank,
Account Number,Nomor Akun,
Check,Memeriksa,
You can use the added bank account to withdraw your balance.,Anda dapat menggunakan rekening bank yang ditambahkan untuk menarik saldo Anda.,
Income,Penghasilan,
Balance History,Riwayat Saldo,
Withdrawal History,Riwayat Penarikan,
"Search for buyer’s name, product, receipt number, or invoice","Cari nama pembeli, nomor resi, atau invoice",
Balance Withdrawal,Penarikan Saldo,
Income Balance,Saldo Pendapatan,
Withdrawal Amount,Jumlah penarikan,
Withdrawal All,Penarikan Semua,
"Minimum withdrawal amount is {{currency}} {{min}}",Jumlah penarikan minimum adalah {{currency}} {{min}},
Add Account,Tambah Akun,
Income Page,Halaman Pendapatan,
Account Holder Name,Nama Pemilik Akun,
This field must be at least {{min}} characters,Field ini minimal harus {{min}} karakter,
This field must be at least {{min}},Field ini minimal harus {{min}},
This field must be at most {{max}} characters,Field ini harus berisi paling banyak {{max}} karakter,
This field must be at most {{max}},Field ini harus paling banyak {{max}},
Only alphanumeric are allowed for this field,Hanya alfanumerik yang diperbolehkan untuk field ini,
See Details,Lihat Detail,
Transaction Date,Tanggal Transaksi,
"Please Choose your bank Account. If you didn't have one, please add your bank account","Silakan Pilih Rekening bank Anda. Jika Anda tidak memilikinya, silakan tambahkan rekening bank Anda",
Password Recovery,Pemulihan Kata Sandi,
Please fill in the email you’ve used to create account and we’ll send you a reset link,Silakan isi email yang Anda gunakan untuk membuat akun dan kami akan mengirimkan tautan reset,
Back to Sign in,Kembali ke Masuk,
Transaction Details,Detail Transaksi,
Income Details,Rincian Pendapatan,
Transaction Value,Nilai Transaksi,
Platform Service Fee,Biaya Layanan Platform,
Total Income,Jumlah Pemasukan,
Search for order number,Cari nomor pesanan,
Bank account is valid,Rekening bank valid,
Bank account is not valid,Rekening bank tidak valid,
Withdrawal success,Penarikan sukses,
Bank acount has been saved,Rekening bank telah disimpan,
Search for vendor’s name,Cari nama vendor,
KTP,KTP,
NPWP,NPWP,
KTP Number,Nomor KTP,
NPWP Number,Nomor NPWP,
Choose at least {{min}} {{key}}!,Pilih setidaknya {{min}} {{key}}!,
Choose at most {{min}} {{key}}!,Pilih paling banyak {{min}} {{key}}!,
Edit Profile,Ubah Profil,
Categories,Kategori,
Search categories,Cari kategori,
Add New Categories,Tambahkan Kategori Baru,
No category selected,Tidak ada kategori yang dipilih,
Manage categories here.,Kelola kategori di sini.,
New category before,Kategori baru sebelumnya,
New category after,Kategori baru setelah,
New subcategory,Subkategori baru,
Are you sure want to delete {{cat}} category ?,Apakah Anda yakin ingin menghapus kategori {{cat}} ?,
Delete Category,Hapus Kategori,
Selected category has been deleted!,Kategori yang dipilih telah dihapus!,
Selected category has been updated!,Kategori yang dipilih telah diperbarui!,
Category has been created!,Kategori telah dibuat!,
Enter Default if the acceptance deadline applies to all shipping methods,"Masukkan ""Default"" jika batas respon berlaku untuk semua metode pengiriman",
Search by name or email,Cari berdasarkan nama atau email,
Delete Product,Hapus Produk,
Are you sure want to delete {{sku}} ?,Yakin ingin menghapus {{sku}}?,
Product Selected,Produk yang Dipilih,
Deactivate Product,Nonaktifkan Produk,
Are you sure you want to delete all selected products?,Yakin ingin menghapus semua produk yang dipilih?,
Product(s) has been updated,Produk telah diperbarui,
Product(s) has been deleted,Produk telah dihapus,
Catalog Page,Halaman Katalog,
Product Name,Nama Produk,
Input min. 40 characters to make it more attractive and easy for buyers to find,Masukkan min. 40 karakter agar lebih menarik dan mudah ditemukan pembeli,
Stock keeping unit,Unit Penyimpanan Stok,
Input price,Masukkan harga,
Stock quantity,Jumlah persediaan,
Category List,Daftar Kategori,
Product Descriptions,Deskripsi Produk,
Important Information,Informasi Penting,
Product Details,Rincian Produk,
Product Photos,Foto Produk,
Main Photo,Foto Utama,
Photo,Foto,
Shipping,Pengiriman,
Choose a delivery service,Pilih layanan pengiriman,
Dimension,Dimensi,
Long,Panjang,
Wide,Lebar,
Tall,Tinggi,
Product weight,Berat produk,
New product has been created,Produk baru telah dibuat,
Detail Product,Detail Produk,
Duplicate Product,Produk Duplikat,
Product has been updated,Produk telah diperbarui,
Templates can only be filled with MS. Excel 2007 and above or Libre Office. Do not add any columns or rows in the CSV file.,Template hanya dapat diisi dengan MS. Excel 2007 ke atas atau Libre Office. Jangan tambahkan kolom atau baris apa pun dalam file Excel.,
Select the CSV file that you have updated.,Pilih file CSV yang telah Anda perbarui.,
Download list of category,Unduh daftar kategori,
& list of shipping method,& daftar metode pengiriman,
Print,Mencetak,
INVOICE,FAKTUR,
PUBLISHED ON BEHALF OF,DITERBITKAN ATAS NAMA,
Seller,Penjual,
FOR,UNTUK,
Buyer,Pembeli,
Purchase Date,Tanggal Pembelian,
Shipping Address,Alamat pengiriman,
Product Info,Info produk,
Amount,Jumlah,
Unit Price,Patokan harga,
Total Price,Total harga,
TOTAL PRICE,TOTAL HARGA,
ITEMS,BARANG,
Total Shipping Cost,Total Biaya Pengiriman,
kg,kg,
TOTAL SALES,JUMLAH PENJUALAN,
Expedition,Ekspedisi,
This invoice is and processed by computer,Faktur ini dan diproses oleh komputer,
Please contact,Mohon hubungi,
customer service,pelayanan pelanggan,
if you need assistance,jika Anda membutuhkan bantuan,
Last Updated,Terakhir Diperbarui,
Print Invoice #,Cetak Faktur #,
Product stock has been updated,Stok produk telah diperbarui,
Download Stock,Unduh Stok,
Update Stock at Once,Perbarui Stok Sekaligus,
QTY STOCK,PERSEDIAAN QTY,
We will review your registration and will notify you afterward.,Kami akan meninjau pendaftaran Anda dan akan memberi tahu Anda setelahnya.,
Launch Swift OMS,Luncurkan Swift OMS,
No shipping methods are available. Please setup shipping method in,Tidak ada metode pengiriman yang tersedia. Silakan atur metode pengiriman di,
store setting menu,menu pengaturan toko,
Account Information,Informasi Akun,
Profile Picture,Foto Profil,
Phone,Telepon,
Stock Page,Halaman Stok,
Update Stocks at Once,Perbarui Stok Sekaligus,
An easy way to update multiple stocks at once See,Cara mudah untuk memperbarui beberapa persediaan sekaligus Lihat,
Change File,Ubah File,
Something wrong while uploading stock,Ada yang salah saat mengunggah stok,
Download file for details,Unduh file untuk detailnya,
Re-upload,Unggah ulang,
Upload stock has been completed,Upload stok sudah selesai,
Something wrong while uploading product,Ada yang salah saat mengunggah produk,
Upload product has been completed,Unggah produk telah selesai,
Value must be an integer!,Nilai harus berupa bilangan bulat!,
Value must be positive number!,Nilai harus bilangan positif!,
Value must must be at least {{min}}!,Nilai harus minimal {{min}}!,
Value must must be at most {{min}}!,Nilai harus paling banyak {{min}}!,
Seller Promotion,Promosi Penjual,
In Active,Tidak Aktif,
Promotion,Promosi,
Search for Name or Coupon Code,Cari Nama atau Kode Kupon,
Promotion has been saved,Promosi telah disimpan,
Promotion Page,Halaman Promosi,
Promotion Detail,Detail Promosi,
Discount Qty Step,Diskon Kuantitas Langkah,
Uses Per Coupon,Penggunaan Per Kupon,
Uses Per Customer,Penggunaan Per Pelanggan,
Name of the Rule. Exp: Free Shipping October,Nama Aturan. Exp: Pengiriman Gratis Oktober,
Value must be greater than 0,Nilai harus lebih besar dari 0,
Input value Get Y,Nilai masukan Dapatkan Y,
Input Maximum value Free Y Item,Masukan Nilai Maksimum Gratis Y Item,
Number of Coupon,Jumlah Kupon,
Coupon Usage per Customer,Penggunaan Kupon per Pelanggan,
Buy X,Beli X,
Get Y,Dapatkan Y,
Maximum Free Y Item, Item Y Gratis Maksimum,
Schedule Payout has been set,Jadwal Pembayaran telah ditetapkan,
Set Withdrawal Schedule,Atur Jadwal Penarikan,
Default Bank Account,Rekening Bank Bawaan,
Set As Default,Tetapkan sebagai Bawaan,
Remove,Menghapus,
Waiting for Pickup,Menunggu Pengambilan,
Courier Pickup,Pengambilan Kurir,
Customer Received,Diterima Pelanggan,
Order has been canceled,Pesanan telah dibatalkan,
Order has been confirmed,Pesanan telah dikonfirmasi,
Courier has been booked,Kurir telah dipesan,
Confirm Order,Konfirmasi pemesanan,
Book Courier,Pesan Kurir,
Track Order,Lacak Pesanan,
Terms and Condition,Syarat dan Ketentuan,
Privacy Policy,Kebijakan Privasi,
Withdraw Approval,Penarikan Persetujuan,
Transaction Date From,Tanggal Transaksi Dari,
Transaction Date To,Tanggal Transaksi Ke,
Value must be at least 1, Nilai harus minimal 1,
Select Rule Action for Promotion,Pilih Aksi Aturan untuk Promosi,
Value cannot be decimal,Nilai tidak boleh desimal,
SHIPPING LABEL SETTINGS,PENGATURAN LABEL PENGIRIMAN,
Weight :,Bobot :,
Receiver :,Penerima :,
Sender :,Pengirim:,
Seller doesn’t have to pay anything to the courier,Penjual tidak perlu membayar apapun kepada kurir,
Additional Info, Informasi tambahan,
Print with Product List,Cetak dengan Daftar Produk,
Search notification,Cari notifikasi,
Read All,Baca semua,
Bank account has been deleted,Akun bank telah dihapus,
Use Customer Review,Gunakan Ulasan Pelanggan,
"This setting is one of the parameters that can changes shipment status to ""Delivered"". Set Yes to mark shipment as Delivered after the Customer Review.",Setting ini merupakan salah satu parameter yang dapat merubah status kiriman menjadi �Delivered�. Setel Ya untuk menandai pengiriman sebagai Terkirim setelah Tinjauan Pelanggan.,
View all notifications,Lihat semua notifikasi,
Select withdrawal schedule,Pilih jadwal penarikan,
Set withdrawal schedule and set bank as default to enable automatic withdrawal,Atur jadwal penarikan dan setel bank sebagai default untuk mengaktifkan penarikan otomatis,
Multiseller Channel,Channel Multiseller,
Seller's store (location) will be assigned to Multiseller Channel automatically.,Toko (lokasi) Penjual akan ditetapkan ke Channel Multiseller secara otomatis.,
A positive or negative non-decimal number please,Tolong angka non-desimal positif atau negatif,
Maximum value is 100,Nilai maksimum adalah 100,
Minimum value is -100,Nilai minimum adalah -100,
"To Add at Once Products, please follow these steps:","Untuk Menambahkan Produk Sekaligus, ikuti langkah-langkah berikut:",
Prepare the Products in a CSV format. You can use the template containing the required data that can be downloaded from,Siapkan Produk dalam format CSV. Anda dapat menggunakan template yang berisi data yang diperlukan yang dapat diunduh dari,
Catalog > Set At Once > Add at Once > Download & fill in CSV files > Download Template,Katalog > Atur Sekaligus > Tambah Sekaligus > Unduh & isi file CSV > Unduh Template,
Open the template using any supported application. The first row is the field/column name while below it is the products data.,Buka template menggunakan aplikasi apa pun yang didukung. Baris pertama adalah nama field/kolom sedangkan di bawahnya adalah data produk.,
Sample CSV Data:,Contoh Data CSV:,
"red text means mandatory field, cannot be empty.","teks merah berarti field wajib, tidak boleh kosong.",
Details CSV Information:,Detail Informasi CSV:,
"Product’s SKU (Stock Keeping Unit), SKU must be unique (different).","SKU (Stock Keeping Unit) Produk, SKU harus unik (berbeda).",
"Product’s SKU (Stock Keeping Unit), SKU cannot be replaced or empty.","SKU (Stock Keeping Unit) Produk, SKU tidak boleh diganti atau kosong",
Full name of the product. Product name must be unique (different).,Nama lengkap produk. Nama produk harus unik (berbeda).,
Status (Enabled/Disabled),Status (Diaktifkan/Dinonaktifkan),
"Status of the product, the value is “Enabled” to enable the product or “Disabled” to disable the product.","Status produk, nilainya adalah “Enabled� untuk mengaktifkan produk atau “Disabled� untuk menonaktifkan produk.",
"Price of the product. To use comma for this field, use symbol “.” between number.","Harga produk. Untuk menggunakan koma pada field ini, gunakan simbol “.� di antara angka.",
Total available stock of the product.,Total stok produk yang tersedia.,
Minimum quantity allowed in shopping cart.,Jumlah minimum yang diperbolehkan dalam keranjang belanja.,
"Category of the product, the value based on Category Id’s. Download Category list in","Kategori produk, nilai berdasarkan ID Kategori. Unduh daftar Kategori di",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Category","Katalog > Setel Sekaligus > Tambah Sekaligus > Unduh daftar kategori, daftar etalase, & daftar cara pengiriman > Kategori",
to get all available category id’s.,untuk mendapatkan semua id kategori yang tersedia.,
"Description of the product, this field is not mandatory.","Deskripsi produk, kolom ini tidak wajib.",
"Important Information of the product for customers, this field is not mandatory.","Informasi Penting produk untuk pelanggan, kolom ini tidak wajib.",
"Photo of the product, the value must be the full photo URL including the photo type","Foto produk, nilainya harus berupa URL foto lengkap termasuk jenis fotonya",
"Minimum photo size should be 500x500 pixels. Photo 1 is mandatory, the rest is optional. To generate a photo URL, follow the How to upload product photos via Imgur"" below.""","Ukuran foto minimum harus 500x500 piksel. Foto 1 wajib, sisanya opsional. Untuk membuat URL foto, ikuti Cara mengunggah foto produk melalui Imgur"" di bawah ini.""",
"Shipping Method of the product, this field based on Shipping Method ID of the product. Download Shipping Method list in","Metode Pengiriman produk, kolom ini berdasarkan ID Metode Pengiriman produk. Unduh daftar Metode Pengiriman di",
"Catalog > Set At Once > Add at Once > Download list of category, list of display window, & list of shipping method > Shipping Method","Katalog > Setel Sekaligus > Tambah Sekaligus > Unduh daftar kategori, daftar etalase, & daftar cara pengiriman > Cara Pengiriman",
to get all available shipping method id’s. Make sure shipping method already configured in,untuk mendapatkan semua id metode pengiriman yang tersedia. Pastikan metode pengiriman sudah dikonfigurasi di,
Store Setting > Shipping Information,Pengaturan Toko > Informasi Pengiriman,
Dimension Long (cm),Dimensi Panjang (cm),
"Dimension long of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimensi tinggi produk. Untuk menggunakan koma pada field ini, gunakan simbol “.” di antara angka. Field ini tidak wajib.",
Dimension Wide (cm),Dimensi Lebar (cm),
"Dimension wide of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimensi lebar produk. Untuk menggunakan koma pada field ini, gunakan simbol “.� di antara angka. Field ini tidak wajib.",
Dimension Tall (cm),Dimensi Tinggi (cm),
"Dimension tall of the product. To use comma for this field, use symbol “.” between number. This field is not mandatory.","Dimensi tinggi produk. Untuk menggunakan koma pada field ini, gunakan simbol “.� di antara angka. Field ini tidak wajib.",
Weight (kg),Berat (kg),
"Total weight of the product. To use comma for this field, use symbol “.” between number.","Berat total produk. Untuk menggunakan koma pada field ini, gunakan simbol “.� di antara angka.",
button on,tombol di,
area’s,daerah,
"After selecting csv file, click on the Upload button. Please wait until the process is complete. Once it is complete, the notification will appear like this","Setelah memilih file csv, klik tombol Unggah. Silakan tunggu sampai proses selesai. Setelah selesai akan muncul notifikasi seperti ini",
"Make sure all the products in the CSV are uploaded correctly by checking them on the Catalog page. If the upload fails, the notification will appear like this",Pastikan semua produk di CSV diupload dengan benar dengan memeriksanya di halaman Katalog. Jika upload gagal maka akan muncul notifikasi seperti ini,
Find the error details by clicking on the,Temukan detail kesalahan dengan mengklik,
"button and open the csv file using any supported application. The error message will shown in the last column of csv, for example:","tombol dan buka file csv menggunakan aplikasi apa pun yang didukung. Pesan kesalahan akan ditampilkan di kolom terakhir csv, misalnya:",
"Follow an instruction given in the error column to fix error. After all the errors are fixed, save the modified csv file and reupload the csv file.","Ikuti instruksi yang diberikan di kolom kesalahan untuk memperbaiki kesalahan. Setelah semua kesalahan diperbaiki, simpan file csv yang dimodifikasi dan unggah kembali file csv.",
How to Upload Product Photos via Imgur,Cara Mengunggah Foto Produk melalui Imgur,
Open this url,Buka url ini,
Upload your image by clicking on,Unggah gambar Anda dengan mengklik,
Choose Photo/Video,Pilih Foto/Video,
and choose the image Or you can easily drop the image in the left form,dan pilih gambar Atau Anda dapat dengan mudah menjatuhkan gambar di formulir kiri,
Drop Images Here,Jatuhkan Gambar Di Sini,
"After insert the image, the image will be processed and you will redirected to the image url. Right click on the image, then choose","Setelah memasukkan gambar, gambar akan diproses dan Anda akan diarahkan ke url gambar. Klik kanan pada gambar, lalu pilih",
Copy image address,Salin alamat gambar,
"This link can be use on the csv column field,","Tautan ini dapat digunakan pada field kolom csv,",
"To Change at Once Products, please follow these steps:","Untuk Mengubah Produk Sekaligus, ikuti langkah-langkah berikut:",
"First step, you have to export all of your products on the menu","Langkah pertama, Anda harus mengekspor semua produk Anda di menu",
Catalog > Change At Once > Download & fill in CSV files > Download Template,Katalog > Ubah Sekaligus > Unduh & isi file CSV > Unduh Template,
Open the csv file using any supported application. Change data in the column that needs to be changed and leave the other column with the same value if nothing changes.,Buka file csv menggunakan aplikasi apa pun yang didukung. Ubah data pada kolom yang perlu diubah dan biarkan kolom lainnya dengan nilai yang sama jika tidak ada perubahan.,
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Category","Katalog > Atur Sekaligus > Ubah Sekaligus > Unduh daftar kategori, daftar etalase, & daftar cara pengiriman > Kategori",
"Catalog > Set At Once > Change at Once > Download list of category, list of display window, & list of shipping method > Shipping Method","Katalog > Atur Sekaligus > Ubah Sekaligus > Unduh daftar kategori, daftar etalase, & daftar cara pengiriman > Cara Pengiriman",
Select the CSV file you modified earlier by clicking,Pilih file CSV yang Anda modifikasi sebelumnya dengan mengklik,
Order status has been updated.,Status Order telah di perbarui.,
Failed to update order status.,Gagal memperbarui status order.,
Product Variants,Varian Produk,
Please select the product variant you want,Pilih varian produk yang anda inginkan.,
Add Variant,Tambah Varian,
Delete Variant,Hapus Varian,
Variant Type,Tipe Varian,
Select variant type,Pilih tipe varian,
Create variant type,Buat tipe varian,
Type to add {{type}} variant type,Ketik untuk menambahkan tipe varian {{type}},
Add Product Variants,Tambah Varian Produk,
Variant Table,Tabel Varian,
Select multiple variants,Pilih banyak varian,
Set and apply variant data,Tetapkan dan terapkan data varian,
Input variant,Masukkan varian,
Please fill,Harap mengisi,
SKU field,SKU,
to continue create product variants!,untuk melanjutkan pembuatan varian produk!,
Weight,Berat,
Image,Gambar,
Promotion Features,Fitur Promosi,
Coupon,Kupon,
Set special discounts by creating coupons for all products in your store to sell faster.,Atur diskon khusus dengan membuat kupon untuk semua produk di toko agar lebih cepat terjual.,
Add New Coupon,Buat Kupon Baru,
Make Coupon,Buat Kupon,
Bundling,Bundel,
Maximize sales by fitting products into one package.,Maksimalkan penjualan dengan memasukkan produk ke dalam satu paket.,
Make Package,Buat Paket,
Bundling ID,ID Bundel,
Search bundle,Cari bundel,
Make a Bundle,Buat Bundel,
End,Berakhir,
Set Product,Atur Produk,
Set Discount,Atur Diskon,
Bundling Info,Info Bundle,
Set Bundling Period,Atur Periode Bundel,
Package Info,Info Paket,
Activate Bundling Quota,Aktifkan Kuota Bundel,
Bundling Name (Ex: Bundling Promo 11.11),Nama Bundel (Ex: Promo Bundel 11.11),
Total Package Price,Total Harga Paket,
Total Discount,Total Diskon,
Discount Price,Harga Diskon,
End time,Waktu berakhir,
Sort By,Urutkan,
Highest Price,Harga Tertinggi,
Lowest Price,Harga Terendah,
At least 1 product must have a discounted price!,Paling tidak 1 produk harus mempunyai harga diskon!,
Package price cannot be equal or more than the initial price of the product!,Harga paket tidak boleh sama atau lebih dari harga awal produk!,
Product List,Daftar Produk,
Normal Price,Harga Normal,
Package Price,Harga Paket,
Change Product,Ubah Produk,
Create Bundling,Buat Bundel,
Number of Packages,Jumlah Paket,
Active until stock runs out,Active until stock runs out,
Bundling Detail,Detail Bundel,
New bundling promotion has been created,Promosi bundling baru telah dibuat,
Stop Bundling,Hentikan Promo,
Bundling Product List,Daftar Produk Bundling,
Are you sure want to stop {{name}} promotion bundle?,Apakah anda yakin akan menghentikan bundel promo {{name}}?,
Bundling promotion has been stopped,Promo Bundling telah dihentikan,
Minimum Order Quantity,Jumlah Pesanan Minimal,
Minimum order,Pemesanan minimum,
Time Period,Periode,
Today,Hari ini,
Last 7 days,7 hari terakhir,
Last 30 days,30 hari terakhir,
Per week,Mingguan,
Per month,Bulanan,
Create Product Attribute,Buat Atribut Produk,
New Product Attribute,Produk Atribut Baru,
Edit Product Attribute,Ubah Atribut Produk
Label,Label,
Manage Options (Values of Your Attribute),Kelola Opsi (Data Atribut),
The product attribute has been saved.,Atribut produk telah disimpan.,
The product attribute has been deleted.,Atribut produk telah dihapus.,
"By submitting the withdrawal request, you agree to the","Dengan mengirimkan permintaan penarikan, Anda menyetujui",
Variant Products,Produk Varian,
Order Location,Lokasi Pesanan,
Manage User,Atur Pengguna,
User Name,Nama Pengguna,
Assign Access,Tetapkan Akses,
New user has been created,Pengguna baru berhasil dibuat,
User has been updated,Pengguna telah diperbarui,
User has been deleted,Pengguna telah dihapus,
Search user name,Cari nama pengguna,
Delete User,Hapus Pengguna,
Third Party Apps,Aplikasi Pihak Ketiga,
Create Third Party Apps,Buat Aplikasi Pihak Ketiga,
Edit Third Party Apps,Ubah Aplikasi Pihak Ketiga,
Category Module,Modul Kategori,
Get Categories,Dapatkan Kategori,
Product Module,Modul Produk,
Get Product Attributes,Dapatkan Atribut Produk,
Get Products,Dapatkan Produk,
Upsert Product,Upsert Produk,
Inventory Module,Modul Inventaris,
Update Inventory,Ubah Inventaris,
Order Module,Modul Pesanan,
Get Orders,Dapatkan Pesanan,
Ship Order,Kirim Pesanan,
Cancel Delivery,Batalkan Pengiriman,
Get Shipppings,Dapatkan Pengiriman,
Secret Key,Kunci Rahasia,
Order Module,Modul Pesanan,
New Order URL,URL Pesanan Baru,
Update Order Status URL,URL Perbarui Status Pesanan,
Third Party Apps has been created,Aplikasi Pihak Ketiga berhasil dibuat,
Third Party Apps has been updated,Aplikasi Pihak Ketiga berhasil diubah,
Third Party Apps has been deleted,Aplikasi Pihak Ketiga berhasil dihapus,
Select Location,Pilih Lokasi,
All Location,Semua Lokasi,
Manage Bank,Kelola Bank,
Bank Code,Kode Bank,
Bank Name,Nama Bank,
Withdrawal Fee Type,Tipe Biaya Penarikan,
Withdrawal Fee,Biaya Penarikan,
Edit Bank,Ubah Bank,
Withdrawal Setting,Pengaturan Biaya Penarikan,
Bank Logo,Logo Bank,
Import Withdrawal Fee,Impor Biaya Penarikan,
Minimum value is {{min}},Nilai minimum adalah {{min}},
Maximum value is {{max}},Nilai maximum adalah {{max}},
Bank has been succesfully updated,Bank berhasil diperbarui,
Cancel Delivery,Batalkan Pengiriman,
